id_rna,titre,titre_court,objet,nature,date_creation,date_declaration,date_publication,date_dissolution,groupement,position,num_voie,type_voie,libelle_voie,lieu_dit,lat,lon,dt_maj
W9G2014793,ASSOCIATION DES INTERNES ANTILLES GUADELOUPE TI'AG,ASSOCIATION DES INTERNES ANTILLES G...,"cette association à pour objet de representer les interenes au medecine et en pharmacie affecter en guadeloupe, au niveau de différents administration et promouvoir leurs activités ect",D,2005-07-05 00:00:00,2005-07-05 00:00:00,2005-07-05 00:00:00,,Simple,Active,65,,COUR PLATEAU SAINT-GERMAIN,,16.209048,-61.493392,2019-12-31T16:00:04-04:00
W9G2014801,K'SONGO,K'SONGO,développer le carnaval au gosier,D,1998-10-29 00:00:00,1998-10-29 00:00:00,1998-10-29 00:00:00,,Simple,Active,,,MAISON SEVERIN ROUTE DU COLLEGE,,16.229731,-61.472339,2019-12-31T16:00:04-04:00
W9G2014811,DOMETUDE - FORMATION ET DUCATION DES JEUNES ET DES ADULTES,DOMETUDE - FORMATION ET EDUCATION D...,"formation et l'éducation des jeunes et des adultes et notamment la création et la gestion de tous établissements scolaires, primaires et secondaires, de tous centres ou locaux culturels ou sportifs annexes à cet objet, ainsi que tout ce qui, directement ou indirectement, permet ou facilite la réalisation de son objet",D,2007-01-23 00:00:00,2007-01-23 00:00:00,2007-05-05 00:00:00,,Simple,Active,,,RUE CARMELIA,PLIANE,16.229731,-61.472339,2019-12-31T15:00:34-04:00
W9G2014819,"ASSOCIATION POUR LA CREATION, LE DEVELOPPEMNT ET LA PROMOTION DU MACHINISME AGRICOLE EN GUADELOUPE",A.C.D.P.MAG.,"assurer la conception, la création, l'expérimentation le développement, la promotion et la diffusion du machinisme agricole guadeloupéen",D,1998-08-27 00:00:00,1998-08-27 00:00:00,1998-08-27 00:00:00,,Simple,Active,22,,chez M. PATRICK LE MAIGRAT,VILLA LOTISSEMENT BELLEVUE LES SALINE,16.210453,-61.449367,2019-12-31T16:00:04-04:00
W9G2014907,KWANZAA'ART,KWANZAA'ART,"mettre en place, chaque année au mois de décembre, le festival sinhoun-ka alma mater et diaspora. festival qui se veut le terrain de rencontre pour célébrer nos racines musicales.",D,2003-08-25 00:00:00,2003-08-25 00:00:00,2003-10-25 00:00:00,,Simple,Active,,,"46, RESIDENCE DU GRAND GOSIER",,16.229731,-61.472339,2020-01-06T16:50:55-04:00
W9G2014948,LA COMPAGNIE DES ILES,LA COMPAGNIE DES ILES,"favoriser, développer et promouvoir création évnementielle, management et promotion d'artistes caribéens et internationaux, échanges culturels inter-dom. par cet objet l'association participe pleinement à la vie de la collectivité locale et territoriale. elle participe aux actions et aux activités professionnelles ou en voie de professionnalisation, dans un champ d'intervention artistique, culturel, éducatif, sportif, et social. elle contribue à la formation des hommes et des femmes, etc ...",D,2002-12-20 00:00:00,2002-12-20 00:00:00,2003-02-01 00:00:00,,Simple,Active,,,LOTISSEMENT DISTILLERIE,SAINT-FELIX,16.229731,-61.472339,2020-01-07T16:18:15-04:00
W9G2014993,INSTITUT DE DEVELOPPEMENT D'ETUDES ET D'APPLICATION DE LA P.N.L. (IDEA PNL),INSTITUT DE DEVELOPPEMENT D'ETUDES...,développer l'acquisition notamment en milieu professionnel des techniques de communication fondees notamment sur les apports de la programmation neuro-linguistique (pnl),D,1993-05-26 00:00:00,1993-05-26 00:00:00,1993-07-07 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-08T08:56:56-04:00
W9G2015048,TEENS AGERS UNION CLUB,TEENS AGERS UNION CLUB,pratique de la navigation de plaisance et autres sports,D,1968-01-12 00:00:00,1968-01-12 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-08T12:05:54-04:00
W9G2015065,ASSOCIATION FAMILLIALE ET RURALE DU GOSIER,ASSOCIATION FAMILLIALE ET RURALE DU...,"assurer la defense des intérêts des familles rurales, les informant tous les domaines, promouvoir tous services éducatifs, culturels,sociaux économiques et d'entraide dont elles peuvent avoir besoin",D,1982-11-09 00:00:00,1982-11-09 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-08T13:07:29-04:00
W9G2015102,ASSOCIATION S.O.S. CARAIBES,ASSOCIATION S.O.S. CARAIBES,organiser des actions humanitaires et de solidarite dans les caraibes et notamment en cas de force majeure,D,1995-10-16 00:00:00,1995-10-16 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-09T10:26:14-04:00
W9G2015230,' VIVRE VRAI ',' VIVRE VRAI ',rapprocher et aider les personnes rechercher ensemble les causes des problmes sans nous laisser  aveugler par les effets,D,1988-06-03 00:00:00,1988-06-03 00:00:00,1988-06-29 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-10T11:05:06-04:00
W9G2015237,LE PETIT ECUREUIL,LE PETIT ECUREUIL,contribuer a làépanouissement et a l'eveil des enfants guadeloupeens,D,1991-02-14 00:00:00,1994-10-11 00:00:00,1991-03-13 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-10T11:28:54-04:00
W9G2015338,ASSOCIATION DES PARENTS D'ELEVES DES ECOLES MATERNELLES ET PRIMAIRES DE MARE-GAILLARD,ASSOCIATION DES PARENTS D'ELEVES D...,"faire respecter les principes fondamentaux de l'enseignement public relatifs a la fréquentation, la gratuite, la sécurité, làhygine de faire disparaitre les inégalités de lutter contre les mauvais traitements, làéchec scolaire de défendre les intérêts des élves dans les domaines matériels, moraux , intellectuels de faciliter les rapports entre les parents et les autorités dàétablir des rapports de coopération avec tous les acteurs de làéducation afin d'assurer aux élves l'encadrement etc",D,2002-10-01 00:00:00,2006-01-04 00:00:00,2003-01-11 00:00:00,,Simple,Active,,,,PETIT HAVRE,16.229731,-61.472339,2020-01-13T13:12:47-04:00
W9G2015352,COOPERATIVE SCOLAIRE DE GRAND BOIS LA VIOLETTE,COOPERATIVE SCOLAIRE DE GRAND BOIS ...,prendre soin de làécole et de la rendre agréable de façon a la faire aimer d'entretenir et dàaméliorer la bibliothque et le milieu scolaire le matériel des jeux le cinéma d'organiser des fêtes scolaires et sportives des voyages dàétudes et des excursions de resserrer les liens de solidarité entre l'école et la familles par des àuvres de mutualité et d'entraide,D,1955-08-10 00:00:00,1955-08-10 00:00:00,1955-10-13 00:00:00,,Simple,Active,,,,,16.229731,-61.472339,2020-01-13T16:00:27-04:00
W9G2015371,ASSOCIATION POUR LA FORMATION-ACTION ET LE CONSEIL EN MILIEU HOSPITALIER (AFACH),ASSOCIATION POUR LA FORMATION-ACTIO...,développer la formation-action en inter et en intra établissement accompagne d'action conseil spécifique au milieu hospitalier,D,1991-01-08 00:00:00,1991-01-08 00:00:00,1991-02-13 00:00:00,,Simple,Active,,,,"Village viva, bat. e nà° 34, bas-du-fo",16.229731,-61.472339,2020-01-13T16:26:54-04:00
W9G2015375,ASSOCIATION CLUB DES PAPAS DE MARE/GAILLARD,ASSOCIATION CLUB DES PAPAS DE MARE/...,"revaloriser la famille guadeloupéenne par le développement de rapports sportifs, culturels entre papas, enfants, mamans.",D,1985-02-26 00:00:00,1985-02-26 00:00:00,1985-03-13 00:00:00,,Simple,Active,,,Mare-gaillard,,16.229731,-61.472339,2020-01-13T16:38:18-04:00
W9G2015383,ASSOCIATION LA VIE A DOMICILE (V.A.D),ASSOCIATION LA VIE A DOMICILE (V.A.D),création d'un service d'aide humaine et de soins infirmiers permettant l'amélioration des conditions de vie à domicile en répondant à des demandes spécifiques de personnes atteintes de pathologies lourdes et invalidantes et victimes de handicaps.,D,2004-06-14 00:00:00,2004-06-14 00:00:00,2004-07-24 00:00:00,,Simple,Active,,,ROUTE DE REJOUI,LABROUSSE,16.229731,-61.472339,2020-01-13T17:35:04-04:00
W9G2015384,LA SCINTILLANTE,LA SCINTILLANTE,proposer le perfectionnement moral et intellectuel des danses anciennes développement du sens artistique et le gout des excursions,D,1959-01-14 00:00:00,1959-01-14 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-14T16:00:21-04:00
W9G2015393,JAUNE TURQUOISE,JAUNE TURQUOISE,mener des actions de sensibilisation d'information sur les conséquences de la dégradation de l'écosystme la protection et défense de l'environnement et du littoral de notre archipel l'association s'interdit toute discussion ou manifestation présentant un caractre politique,D,2000-02-02 00:00:00,2000-02-02 00:00:00,,,Simple,Active,,,,Route de pliane,16.229731,-61.472339,2020-01-14T08:48:34-04:00
W9G2015470,LIONS CLUB DE LA GRANDE TERRE (DOSSIER TRANSMIS A BASSE-TERRE LE 17 JUIN 2008),LIONS CLUB DE LA GRANDE TERRE (DOSS...,"créer liens dàamitié entre ses membres, participer a làintérêt civique et cultiver parmi ses membres esprit d'entraide et de compréhension",D,1973-03-10 00:00:00,1973-03-10 00:00:00,,,Simple,Active,,,,,16.229731,-61.472339,2020-01-23T16:16:21-04:00
W9G2000623,ASSOCIATION SPORTIVE ET CULTURELLE OSE,OSE,"promouvoir la cultrue, le sport et à préparer des jeunes à entrer dans des centres de formation",D,2009-12-16 00:00:00,2009-12-16 00:00:00,2010-02-27 00:00:00,,Simple,Active,,,Sommet de salines,,16.229731,-61.472339,2010-03-17T17:32:57-04:00
W9G2000814,LA CLEF DES PYRAMIDES,LA CLEF DES PYRAMIDES,"participation active aux actions culturelles et humanitaires, contribuer au développement de la personnalité de membres par tous moyens jugés utiles : réunions, voyages d'études, conférences, colloques etc, établir des relations humaines, culturelles avec d'autres personnes physiques",D,2004-03-25 00:00:00,2012-10-26 00:00:00,2004-07-24 00:00:00,,Simple,Active,37,impasse,Périnet,,16.206735,-61.483023,2018-12-12T14:31:49-04:00
W9G2000848,LEROUX AVENIR CLUB,LEROUX AVENIR CLUB,"l'élévation culturelle et artistique de ses membres, la pratique du sport et des loisirs, l'organisation de manifestations évnementielles, elle prévoit d'une manire générale tout ce qui a trait aux loisirs",D,1982-12-18 00:00:00,2020-01-06 00:00:00,1901-07-01 00:00:00,,Simple,Active,,,LEROUX,,16.229731,-61.472339,2020-07-07T16:00:04-04:00
W9G2001197,ASSOCIATION SYNDICALE LIBRE DU LOTISSEMENT RESIDENTIEL DOMAINE DES ALOES,ASSOCIATION SYNDICALE LIBRE LOTISSE...,"l'acquisition, la gestion et l'entretien des terrains et équipements communs à tous les propriétaires du lotissement et compris son périmtre, notamment voies, espaces verts, canalisations et réseaux, ouvrages et constructions nécessaires ou fonctionnement et à l'utilisation de ceux-ci, la création de tous éléments d'équipements nouveaux,  la cessation éventuelle de tout ou partie des biens de l'association à une personne morale de droit public, le contrle de l'application du rglement et du cahier des charges du lotissement, l'exercice de toutes actions afférentes au dit contrle ainsi qu'aux ouvrages et équipements, la police desdits biens communs nécessaires ou utiles pour la bonne jouissance des propriétaires, ds leur mise en service, et la conclusion de tous les contrats et conventions realtifs à l'objet de l'association, la répartition des dépenses de gestion et d'entretien entre membres de l'association et leur recouvrement, sous réserve des dispositions du a) de l",D,2010-08-11 00:00:00,2010-08-11 00:00:00,,,Simple,Active,6,,Domaine des Aloes,La Bouaye,16.220037,-61.492139,2011-02-14T17:19:09-04:00
W9G2001434,ASSOCIATION FAMILIALE CATHOLIQUE DU GOSIER,ASSOCIATION FAMILIALE CATHOLIQUE DU...,"défendre les intérêts généraux des familles, les représenter auprs des pouvoirs publics",D,1958-08-13 00:00:00,2011-02-16 00:00:00,1901-07-01 00:00:00,,Simple,Active,,,Salle Paroissiale,,16.229731,-61.472339,2011-03-21T15:19:11-04:00
W9G2001507,COLLECTIF DES MARINS PECHEURS DU GOSIER,COLLECTIF DES MARINS PECHEURS DU GO...,"d'assurer la défense des intérêts matériels et moraux des marins pêcheurs, ainsi que la promotion de la pêche et des activités culturelles et sportives liées à la mer, son but est non lucratif, l'association a également la faculté de participer, d'organiser, produire et coproduire, animer et co-animer, manager et piloter toutes actions visant la formation, l'aide à l'insertion, l'accompagnement personnel et professionnel de publics ayant un projet de professionnalisation dans les métiers de la pêche et diverses activités liées à la mer ou ayant la mer en partage, et ce, que ce soit de sa propre initiative et pour son propre compte, ou que ce soit pour le compte d'un autre maître d'ouvrage institutionnel ou privé, dans ce cadre, il sera désigné un représentant de l'association, auquel il sera donné autorisation de signer au nom et pour le compte de l'association tous documents et engagements institutionnels, administratifs, financiers, avec les collectivités, les cabinets d'études, les centres de formation, les prestataires, les consultants etc",D,2008-05-05 00:00:00,2021-02-08 00:00:00,2008-06-21 00:00:00,,Simple,Active,,,,PETIT HAVRE,16.229731,-61.472339,2021-08-10T16:00:06-04:00
W9G2002025,ORIGINE CARAIBE,ORIGINE CARAIBE,"promouvoir la promotion et organisation d'évnements visant à promouvoir des actions de communications dans le domaine de la santé du sociale et plus largement la culture et le patrimoine Guadeloupéen, par cet objet l'association participe pleinement à la vie de la collectivité locale et territoriale, elle participe aux actions et aux activités professionnelles ou en voie de professionnalisation, dans un champ d'intervention artistique, culturel, éducatif, sportif et social et santé, elle contribue à la formation des hommes et des femmes à leurs participations à la pratique culturelle, éducative,sportive, sociale et en matire de santé voire à leur insertion sociale et professionnelle",D,2008-11-21 00:00:00,2020-04-22 00:00:00,2009-01-10 00:00:00,2018-08-30 00:00:00,Simple,Dissoute,20,rue,Nicolas Ballet,L'ENCLOS,16.20712,-61.49092,2020-04-25T08:45:21-04:00
W9G2002219,PRESERVATION DES MEMOIRES SOCIALES - PMS,PRESERVATION DES MEMOIRES SOCIALES ...,"la défense, la réhabilitation et l'accs à toutes mémoires sociales à caractres ethniques ou religieux, d'origines nationales ou internationales",D,2012-07-18 00:00:00,2012-07-18 00:00:00,2012-08-11 00:00:00,,Simple,Active,4,rue,Morne Ninine,Marina,16.221191,-61.526163,2012-08-11T08:45:14-04:00
W9G2002900,TI MOUN DOUVAN,TI MOUN DOUVAN,"créer et gérer une maison d'assistants maternels, à ce titre l'association devra subvenir aux frais d'entretien et de maintenance du local, procéder aux aménagements nécessaires à l'accueil des enfants, assurer toutes les autres charges relatives à l'exploitation du local",D,2013-12-10 00:00:00,2013-12-10 00:00:00,2014-01-04 00:00:00,,Simple,Active,,,161 section Bernard,,16.229731,-61.472339,2014-01-10T12:36:00-04:00
W9G2002940,AMETHYSTE - RESSOURCES HUMAINES,AMETHYSTE - RESSOURCES HUMAINES,"développer des actions d'accompagnement, d'orientation, de management, de formation, de recrutement, d'informations inhérentes aux problématiques des ressources humaines et de leur encadrement en emploi et/ou en recherche d'emploi, favoriser des actions de formation en alternance permettant aux adhérents de mieux appréhender la réalité de la vie professionnelle, proposer des actions de formation visant des titres professionnels, optimiser à termes des actions d'insertion, aider et accompagner aux préparations de concours administratifs, répondre aux appels à candidatures et appels d'offres inhérents aux domaines suscités, développer des actions culturelles, sportives, touristiques, environnementales et socioprofessionnelles sur tout le territoire",D,2014-01-09 00:00:00,2014-01-09 00:00:00,2014-02-15 00:00:00,,Simple,Active,56,résidence,Syracuse,Dampierre,16.202625,-61.477404,2014-02-17T17:01:43-04:00
W9G2003081,EPHAPHATAH CENTRE LINGUISTIQUE ET CULTUREL,EPHAPHATAH CENTRE LINGUISTIQUE ET C...,"d'aider le public à découvrir et à apprendre des langues étrangres ou même locales : en créant un centre de proximité ou des bénévoles sélectionnés et formés aideront le public à découvrir et à apprendre des langues étrangres ou même locales, en organisant annuellement un voyage linguistique, de faire la promotion de la destination ""Antilles""au moins une fois par an, des enseignants bénévoles sélectionnés participeront à un voyage à but humanitaire à l'étranger, au cours duquel ils promotionneront les Antilles, ses langues et ses cultures, de créer des emplois, l'association emploiera des bénévoles, mais aussi des salariés à savoir : un président/enseignant, un trésorier/enseignant, une secrétaire, un responsable de la maintenance et des espaces verts",D,2014-04-09 00:00:00,2017-11-24 00:00:00,2014-06-14 00:00:00,,Simple,Active,42,,Entrée l'Houézel,,16.206065,-61.482188,2019-01-15T11:45:09-04:00
